nome_completo_do_carro,ano,preco_de_venda_USD,km_rodado,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,preco_de_venda_USD_normalizado,consumo_do_combustivel_kmpl_normalizado,preco_de_venda_USD_binned,tipo_de_combustivel_Diesel,tipo_de_combustivel_Petrol
Datsun RediGO T Option,2016,3561.6438356164385,35000.0,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,-0.4822035978620953,0.8270389665938499,Baixo,0,1
Maruti Alto K10 VXI,2017,4383.5616438356155,32000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,-0.4087689386379839,1.1394002230354927,Baixo,0,1
Maruti Swift Dzire VXI 1.2 BS IV,2018,8904.109589041096,35000.0,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,-0.00487831290537181,0.65211666298653,Baixo,0,1
Maruti Swift Dzire VDI,2017,8917.808219178081,32500.0,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,-0.0036544019183033846,2.251406295967741,Baixo,1,0
Maruti Alto K10 VXI AGS,2019,5205.479452054795,14000.0,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.05,5.0,-0.3353342794138726,1.1394002230354927,Baixo,0,1
Chevrolet Beat Diesel LT,2014,2191.7808219178078,70000.0,Diesel,Individual,Manual,Third Owner,25.44,936.0,56.3,5.0,-0.6045946965689474,1.5117348407139315,Baixo,1,0
Maruti Swift VDI Optional,2015,5547.945205479452,100000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,-0.30473650473715963,1.4517614794771356,Baixo,1,0
Hyundai Xcent 1.2 Kappa SX Option,2014,5849.301369863014,80000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,-0.2778116869326392,-0.07256145195808097,Baixo,0,1
Maruti Vitara Brezza VDi Option,2016,9589.041095890409,86000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,0.05631723644805419,1.2268613748391533,Baixo,1,0
Nissan Sunny Diesel XV,2012,4109.58904109589,90000.0,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,-0.4332471583793544,0.5621566211313371,Baixo,1,0
Hyundai Grand i10 CRDi Sportz,2015,4726.0273972602745,60000.0,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,-0.3781711639612709,1.1518946732931583,Baixo,1,0
Honda Amaze S i-Vtech,2015,5342.465753424657,50000.0,Petrol,Individual,Manual,First Owner,18.0,1198.0,86.7,5.0,-0.32309516954318745,-0.347439357626727,Baixo,0,1
Datsun GO T Option BSIV,2015,3767.123287671233,20000.0,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,-0.4638449330560674,0.3097687259264893,Baixo,0,1
Chevrolet Sail 1.2 LS ABS,2014,4246.575342465753,35000.0,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,-0.4210080485086692,-0.2974615565960644,Baixo,0,1
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,6849.315068493151,20000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,-0.18846496096565007,-0.12253925298874452,Baixo,0,1
Chevrolet Sail Hatchback LT ABS,2013,2739.72602739726,70000.0,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,-0.5556382570862065,0.6771055635018619,Baixo,1,0
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,8904.109589041096,53000.0,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0,-0.00487831290537181,0.18732311340136568,Baixo,1,0
Honda City i-DTEC VX,2018,14123.287671232876,60000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,0.4614317731677348,1.5517170815384618,Baixo,1,0
Hyundai EON 1.0 Era Plus,2018,4520.54794520548,70000.0,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,-0.3965298287672987,0.227305354225896,Baixo,0,1
Hyundai Santro Era,2019,5465.753424657534,4000.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,-0.3120799706595707,0.227305354225896,Baixo,0,1
Hyundai i10 Magna,2012,3424.6575342465753,103000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,-0.4944427077327805,0.2422986945350945,Baixo,0,1
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,8219.17808219178,20000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,-0.06607386225879798,1.1518946732931583,Baixo,1,0
Maruti Swift VDI,2013,5136.986301369863,77000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,-0.3414538343492152,0.8770167676245125,Baixo,1,0
Volkswagen Vento Diesel Highline,2012,5136.986301369863,90000.0,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,-0.3414538343492152,0.287278715462691,Baixo,1,0
Maruti Wagon R LXI,2003,753.4246575342465,167000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,-0.7331053502111422,-0.12253925298874452,Baixo,0,1
Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,8369.863013698628,77000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,-0.05261084140104416,0.7870567257693196,Baixo,1,0
Hyundai Verna 1.4 CRDi,2014,6301.356164383562,110000.0,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5.0,-0.237422624359378,1.3518058774158102,Baixo,1,0
Ford Fiesta EXi 1.4 TDCi Ltd,2011,3767.123287671233,120000.0,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,-0.4638449330560674,-0.3974171586573897,Baixo,1,0
Chevrolet Spark 1.0 LT,2007,986.3013698630136,40000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,-0.7122988634309773,-0.347439357626727,Baixo,0,1
Tata Indica V2 DL BSIII,2007,1232.8767123287669,50000.0,Diesel,Individual,Manual,First Owner,17.88,1396.0,52.8,5.0,-0.6902684656637439,-0.37742603824512494,Baixo,1,0
Toyota Etios GD,2015,6849.315068493151,125000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,-0.18846496096565007,1.0494401811802998,Baixo,1,0
Hyundai Grand i10 Sportz,2015,7000.0,30000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,-0.17500194010789633,-0.12253925298874452,Baixo,0,1
Fiat Grande Punto 1.4 Emotion,2009,2054.794520547945,55000.0,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.7,5.0,-0.6168338064396327,-1.1970619751479956,Baixo,0,1
Maruti Alto 800 LXI,2013,2534.2465753424663,80000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,-0.5739969218922344,0.8370345267999822,Baixo,0,1
Maruti Baleno Delta 1.2,2018,7534.246575342466,30000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,-0.12726941161222394,0.5021832598945412,Baixo,0,1
Maruti Alto K10 VXI,2017,4452.054794520548,3564.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,-0.4026493837026413,1.1394002230354927,Baixo,0,1
Maruti Swift Dzire VDI Optional,2015,7191.780821917808,80000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,-0.15786718628893706,1.7991071966402423,Baixo,1,0
Tata Indigo CS eVX,2012,4109.58904109589,120000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,-0.4332471583793544,1.4017836784464728,Baixo,1,0
Chevrolet Beat LT,2011,1643.835616438356,90000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,-0.6535511360516882,-0.1975059545347381,Baixo,0,1
Maruti Wagon R LXI,2013,3082.1917808219177,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,-0.5250404824094935,0.5996399719043338,Baixo,0,1
Maruti Baleno Alpha 1.3,2018,10136.986301369865,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,0.10527367593079512,1.9990184007628944,Baixo,1,0
Honda Jazz VX,2016,7534.246575342466,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,-0.12726941161222394,-0.2974615565960644,Baixo,0,1
Maruti Swift AMT VVT VXI,2019,8904.109589041096,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.00487831290537181,0.65211666298653,Baixo,0,1
Toyota Etios VX,2017,8561.643835616438,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,-0.03547608758208489,-0.6523039439137702,Baixo,0,1
Maruti Swift AMT ZXI,2018,8219.17808219178,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.06607386225879798,0.65211666298653,Baixo,0,1
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.3835616438355,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,-0.24966051031907616,1.1518946732931583,Baixo,1,0
Honda Amaze V CVT Petrol BSIV,2019,10671.232876712327,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,0.15300620442646748,-0.09755035247341276,Baixo,0,1
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.616438356165,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,-0.010997867840714428,-1.2720286766939897,Baixo,0,1
Hyundai Santro Xing GLS,2011,2328.7671232876714,50000.0,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,-0.5923555866982622,-0.36743047803899176,Baixo,0,1
Tata Indigo CS eLX BS IV,2010,4383.5616438356155,42000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,-0.4087689386379839,0.909502338294444,Baixo,1,0
Maruti Celerio ZXI AT,2016,4794.520547945205,17000.0,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,-0.3720516090259283,0.9269945686551762,Baixo,0,1
Maruti Swift AMT VXI,2018,6849.315068493151,40000.0,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.18846496096565007,0.65211666298653,Baixo,0,1
Tata Indigo LS,2009,1849.3150684931506,137000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,-0.6351924712456605,-0.5973283627800413,Baixo,1,0
Renault KWID RXL,2018,4657.534246575343,20000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.3842907188966135,1.4442648093225368,Baixo,0,1
Hyundai Grand i10 Sportz,2020,4520.54794520548,70000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,-0.3965298287672987,-0.12253925298874452,Baixo,0,1
Maruti SX4 Vxi BSIV,2011,4794.520547945205,48756.0,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,-0.3720516090259283,-0.9721618705100128,Baixo,0,1
Hyundai Xcent 1.1 CRDi SX,2016,5479.45205479452,110000.0,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,-0.31085605967250224,1.2518502753544842,Baixo,1,0
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,4452.054794520548,80322.0,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5.0,-0.4026493837026413,-0.3974171586573897,Baixo,1,0
Maruti SX4 ZDI Leather,2012,4794.520547945205,70000.0,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,-0.3720516090259283,0.5271721604098729,Baixo,1,0
Maruti Wagon R LXI,2013,3082.1917808219177,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,-0.5250404824094935,0.5996399719043338,Baixo,0,1
Maruti Baleno Alpha 1.3,2018,10136.986301369865,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,0.10527367593079512,1.9990184007628944,Baixo,1,0
Honda Jazz VX,2016,7534.246575342466,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,-0.12726941161222394,-0.2974615565960644,Baixo,0,1
Maruti Swift AMT VVT VXI,2019,8904.109589041096,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.00487831290537181,0.65211666298653,Baixo,0,1
Toyota Etios VX,2017,8561.643835616438,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,-0.03547608758208489,-0.6523039439137702,Baixo,0,1
Maruti Swift AMT ZXI,2018,8219.17808219178,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.06607386225879798,0.65211666298653,Baixo,0,1
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.3835616438355,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,-0.24966051031907616,1.1518946732931583,Baixo,1,0
Honda Amaze V CVT Petrol BSIV,2019,10671.232876712327,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,0.15300620442646748,-0.09755035247341276,Baixo,0,1
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.616438356165,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,-0.010997867840714428,-1.2720286766939897,Baixo,0,1
Hyundai i20 Active 1.2 SX,2015,6849.315068493151,36000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,-0.18846496096565007,-0.5498494518009113,Baixo,0,1
Hyundai Creta 1.4 CRDi S,2019,14383.561643835616,27000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,0.4846860819220367,0.4971854797914749,Baixo,1,0
Maruti Swift Dzire VDI,2014,6712.328767123287,50000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,-0.2007040708363353,1.0019612702011698,Baixo,1,0
Maruti Eeco 5 Seater AC BSIV,2020,5684.931506849315,15000.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,-0.2924973948664744,-1.0046474411799438,Baixo,0,1
Maruti Alto 800 LXI Anniversary Edition,2013,2602.739726027397,60000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,-0.5678773669568917,0.8370345267999822,Baixo,0,1
Maruti Swift Dzire VDI,2018,9315.068493150686,120000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,0.03183901670668389,2.251406295967741,Baixo,1,0
Maruti Alto 800 LXI Airbag,2013,2602.739726027397,60000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,-0.5678773669568917,0.8370345267999822,Baixo,0,1
Maruti Alto 800 LXI,2016,3698.6301369863013,60000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,-0.46996448799141,0.8370345267999822,Baixo,0,1
Hyundai i10 Era,2008,2328.7671232876714,70000.0,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,-0.5923555866982622,0.10485974170077147,Baixo,0,1
Maruti Ciaz 1.4 Alpha,2018,10465.753424657534,25000.0,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,0.13464753962043965,0.33475762644182105,Baixo,0,1
Maruti Alto 800 VXI,2017,4246.575342465753,35000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,-0.4210080485086692,1.3268169769004785,Baixo,0,1
Hyundai EON Sportz,2017,3835.616438356165,31000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,-0.4577253781207248,0.4272165583485476,Baixo,0,1
Hyundai Grand i10 Asta Option,2016,6164.3835616438355,40000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,-0.24966051031907616,-0.12253925298874452,Baixo,0,1
Ford Fiesta Classic 1.6 SXI Duratec,2008,3904.109589041096,60000.0,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,5.0,-0.4516058231853822,-1.0221396715406754,Baixo,0,1
Volkswagen Vento Diesel Highline,2011,4794.520547945205,110000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,-0.3720516090259283,0.287278715462691,Baixo,1,0
Maruti Baleno Delta 1.2,2017,7808.219178082192,35000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,-0.10279119187085352,0.5021832598945412,Baixo,0,1
Maruti Alto K10 VXI,2016,4452.054794520548,20000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,-0.4026493837026413,1.1394002230354927,Baixo,0,1
Hyundai i20 2015-2017 Sportz Option 1.2,2015,6575.342465753424,60000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,-0.21294318070702054,-0.1975059545347381,Baixo,0,1
Maruti Alto 800 Base,2014,2534.2465753424663,10300.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,-0.5739969218922344,0.8370345267999822,Baixo,0,1
Maruti Baleno Alpha,2019,10410.958904109591,3000.0,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,0.12975189567216558,0.4047265478847493,Baixo,0,1
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2019,7808.219178082192,5000.0,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,-0.10279119187085352,-0.15252593360714162,Baixo,0,1
Maruti Baleno Alpha 1.2,2018,9589.041095890409,13000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,0.05631723644805419,0.5021832598945412,Baixo,0,1
Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,2015,10616.438356164383,30000.0,Petrol,Individual,Automatic,First Owner,15.63,1499.0,110.4,5.0,0.14811056047819346,-0.9396762998400816,Baixo,0,1
Chevrolet Spark 1.0 LS,2010,1917.8082191780825,100000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,-0.6290729163103178,-0.347439357626727,Baixo,0,1
Maruti Alto 800 Base,2016,3013.698630136986,40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,-0.5311600373448361,0.8370345267999822,Baixo,0,1
Hyundai i20 2015-2017 Sportz 1.2,2017,6027.397260273972,50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,-0.2618996201897614,-0.1975059545347381,Baixo,0,1
Hyundai i20 Active 1.4 SX,2017,8904.109589041096,80000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,-0.00487831290537181,0.4497065688123458,Baixo,1,0
Toyota Corolla Altis Diesel D4DG,2012,5684.931506849315,125000.0,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0,-0.2924973948664744,0.5096799300491409,Baixo,1,0
Hyundai i10 Magna 1.1L,2012,3082.1917808219177,110000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,-0.5250404824094935,0.10485974170077147,Baixo,0,1
Hyundai Grand i10 Magna,2016,5479.45205479452,80000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,-0.31085605967250224,-0.12253925298874452,Baixo,0,1
Maruti Wagon R LX,2005,1506.849315068493,110000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,-0.6657902459223735,-0.12253925298874452,Baixo,0,1
Tata Indica Vista TDI LS,2012,1630.13698630137,95000.0,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,-0.6547750470387568,0.0024052495879126005,Baixo,1,0
Honda Amaze S i-Dtech,2015,8219.17808219178,25000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,-0.06607386225879798,1.6016948825691246,Baixo,1,0
Tata Zest Quadrajet 1.3 XMS,2014,3835.616438356165,60000.0,Diesel,Individual,Manual,Second Owner,23.0,1248.0,88.7,5.0,-0.4577253781207248,0.9020056681398444,Baixo,1,0
Skoda Rapid 1.6 MPI Ambition,2013,5136.986301369863,100000.0,Petrol,Individual,Manual,First Owner,15.0,1598.0,105.0,5.0,-0.3414538343492152,-1.0971063730866701,Baixo,0,1
Hyundai Xcent 1.2 CRDi SX Option,2017,8493.150684931506,31000.0,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,-0.04159564251742751,1.5017392805077985,Baixo,1,0
Maruti Swift Dzire VDI,2017,7808.219178082192,120000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,-0.10279119187085352,1.7991071966402423,Baixo,1,0
Maruti Swift Dzire VDi,2012,3972.6027397260273,105000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,-0.4454862682500396,-0.02258365092741829,Baixo,1,0
Maruti Swift VDI,2012,5068.4931506849325,60000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,-0.34757338928455783,0.8770167676245125,Baixo,1,0
Maruti Dzire LXI,2020,7534.246575342466,15000.0,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,-0.12726941161222394,0.9669768094797064,Baixo,0,1
Maruti Swift VXI,2013,4452.054794520548,150000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,-0.4026493837026413,-0.1975059545347381,Baixo,0,1
Honda Amaze VX Diesel BSIV,2018,9178.082191780824,93000.0,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0,0.019599906835998656,2.001517290814427,Baixo,1,0
Hyundai i10 Magna 1.1L,2017,5273.9726027397255,42000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,-0.32921472447853,0.10485974170077147,Baixo,0,1
Hyundai Santro Xing GLS,2008,1575.3287671232874,80000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,-0.6596719148980179,-0.36743047803899176,Baixo,0,1
Hyundai Santro Xing GLS,2010,2739.72602739726,90000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,-0.5556382570862065,-0.36743047803899176,Baixo,0,1
Maruti Vitara Brezza VDi AMT,2019,11780.82191780822,6500.0,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,5.0,0.25214299437901777,1.2268613748391533,Baixo,1,0
Maruti Baleno Delta 1.3,2018,8219.17808219178,60000.0,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,-0.06607386225879798,1.9990184007628944,Baixo,1,0
Maruti Alto K10 VXI,2016,3630.1369863013697,110000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,-0.4760840429267527,1.1394002230354927,Baixo,0,1
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2019,12328.767123287671,60000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,0.3010994338617585,1.4267725789618046,Baixo,1,0
Maruti Alto 800 LXI,2012,2465.7534246575337,80000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,-0.5801164768275769,0.8370345267999822,Baixo,0,1
Hyundai EON Magna Plus,2013,2739.72602739726,57000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,-0.5556382570862065,0.4272165583485476,Baixo,0,1
Hyundai i10 Magna 1.1L,2014,4109.58904109589,100000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,-0.4332471583793544,0.10485974170077147,Baixo,0,1
Maruti Alto 800 LXI,2014,3657.5342465753424,40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,-0.4736362209526157,0.8370345267999822,Baixo,0,1
Hyundai Grand i10 Sportz,2014,5479.45205479452,90000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,-0.31085605967250224,-0.12253925298874452,Baixo,0,1
Ford Classic 1.6 Duratec Titanium,2013,4794.520547945205,120000.0,Petrol,Individual,Manual,First Owner,14.09,1596.0,99.6,5.0,-0.3720516090259283,-1.324505367776186,Baixo,0,1
Maruti Alto K10 VXI,2014,3287.671232876712,80000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,-0.5066818176034658,1.1394002230354927,Baixo,0,1
Tata Indigo CS LX (TDI) BS-III,2014,2534.2465753424663,80000.0,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,-0.5739969218922344,-0.0750603420096145,Baixo,1,0
Hyundai EON Era Plus,2017,3424.6575342465753,50000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,-0.4944427077327805,0.4272165583485476,Baixo,0,1
Maruti Alto LXi,2009,1849.3150684931506,100000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,-0.6351924712456605,0.07737195113390706,Baixo,0,1
Tata Tiago 1.2 Revotron XT,2017,4493.1506849315065,68000.0,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,-0.3989776507414358,1.1119124324686285,Baixo,0,1
Maruti Wagon R LXI Minor,2008,1438.3561643835615,100000.0,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,-0.671909800857716,-0.12253925298874452,Baixo,0,1
Maruti Alto LXi BSIII,2008,1547.9315068493152,80000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,-0.662119736872155,0.07737195113390706,Baixo,0,1
Tata Indica Vista TDI LS,2015,3150.671232876712,120000.0,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,-0.518922151385138,-0.07256145195808097,Baixo,1,0
Ford Figo Diesel ZXI,2012,4452.054794520548,150000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,-0.4026493837026413,0.15233865267990152,Baixo,1,0
Hyundai i20 1.2 Spotz,2017,8904.109589041096,20000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,-0.00487831290537181,-0.1975059545347381,Baixo,0,1
Tata Indigo LX,2009,1164.3835616438355,80000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,-0.6963880205990866,-0.5973283627800413,Baixo,1,0
Maruti Swift VDI BSIV,2015,7191.780821917808,134000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,-0.15786718628893706,1.4517614794771356,Baixo,1,0
Hyundai i20 Magna,2013,4794.520547945205,90000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,-0.3720516090259283,-0.22249485505006988,Baixo,0,1
Maruti Swift VXI with ABS,2007,3424.6575342465753,60000.0,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,5.0,-0.4944427077327805,-0.6972839648413667,Baixo,0,1
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,8904.109589041096,22200.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,-0.00487831290537181,0.7870567257693196,Baixo,1,0
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,7123.287671232877,6000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,-0.1639867412242796,-0.12253925298874452,Baixo,0,1
Maruti Swift VXI Deca,2016,6849.315068493151,32000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,-0.18846496096565007,0.25229425474122685,Baixo,0,1
Renault KWID RXL,2016,3013.698630136986,90000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.5311600373448361,1.4442648093225368,Baixo,0,1
Maruti Ciaz 1.3 Alpha,2017,8904.109589041096,78000.0,Diesel,Individual,Manual,Third Owner,28.09,1248.0,88.5,5.0,-0.00487831290537181,2.173940704370214,Baixo,1,0
