preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,Marca
7534.25,10000.0,Gasolina,Individual,Automatico,1º dono,18.9,1197.0,81.86,Hyundai
6506.85,30000.0,Gasolina,Individual,Manual,1º dono,21.63,998.0,67.04,Maruti
7397.26,7000.0,Gasolina,Distribuidora,Manual,1º dono,20.3,1086.0,68.0,Hyundai
6643.82,4875.0,Gasolina,Distribuidora,Manual,1º dono,21.63,998.0,67.04,Maruti
13013.7,58511.0,Diesel,Distribuidora,Manual,1º dono,24.3,1248.0,88.5,Maruti
5000.0,105000.0,Diesel,Distribuidora,Manual,1º dono,25.83,1498.0,99.0,Ford
12602.73,26766.0,Diesel,Distribuidora,Manual,1º dono,21.5,1497.0,108.5,Tata
8219.18,24522.0,Gasolina,Distribuidora,Manual,1º dono,20.4,1197.0,81.8,Maruti
11493.15,63000.0,Diesel,Distribuidora,Manual,1º dono,24.3,1248.0,88.5,Maruti
8698.63,2000.0,Gasolina,Distribuidora,Manual,1º dono,16.2,1199.0,74.0,Volkswagen
2465.75,190000.0,Diesel,Individual,Manual,3º dono,19.2,1461.0,65.0,Mahindra
8904.11,80000.0,Diesel,Individual,Manual,1º dono,26.0,1498.0,98.6,Honda
4794.52,80000.0,Gasolina,Individual,Manual,2º dono,16.0,1198.0,90.0,Honda
3630.14,54000.0,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,Maruti
4520.55,30000.0,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,Renault
4109.59,90000.0,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.0,Ford
5821.92,80000.0,Diesel,Individual,Manual,2º dono,15.11,1598.0,103.6,Volkswagen
3424.66,80000.0,Diesel,Individual,Manual,2º dono,19.09,1405.0,69.01,Tata
4109.59,50000.0,Gasolina,Individual,Manual,1º dono,18.2,1199.0,82.4,Chevrolet
13013.7,27620.0,Diesel,Distribuidora,Manual,1º dono,22.77,1498.0,98.59,Ford
6849.32,58000.0,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,Hyundai
4794.52,50000.0,Gasolina,Individual,Manual,1º dono,16.95,1498.0,97.7,Nissan
7534.25,40000.0,Gasolina,Individual,Automatico,1º dono,20.89,1197.0,81.8,Maruti
11643.84,7800.0,Gasolina,Individual,Manual,1º dono,17.5,1199.0,88.7,Honda
1232.88,74000.0,Gasolina,Individual,Manual,2º dono,12.8,1396.0,85.0,Tata
2328.77,70000.0,Gasolina,Individual,Manual,3º dono,19.0,998.0,66.1,Maruti
6164.38,70000.0,Gasolina,Individual,Manual,1º dono,18.16,1196.0,86.8,Ford
2054.79,110000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
7000.0,80000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,Hyundai
3424.66,110000.0,Diesel,Individual,Manual,1º dono,25.0,1396.0,69.0,Tata
5753.42,25000.0,Gasolina,Individual,Manual,1º dono,21.63,998.0,67.04,Maruti
6849.32,143200.0,Diesel,Individual,Manual,1º dono,25.83,1498.0,99.0,Ford
2808.21,120000.0,Diesel,Individual,Manual,1º dono,23.08,1461.0,63.1,Nissan
6301.36,145000.0,Diesel,Individual,Manual,2º dono,26.21,1248.0,88.5,Maruti
8219.18,30000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
8013.7,8000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,Hyundai
7191.78,100000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
890.41,80000.0,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,Maruti
7534.25,100000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
10273.97,24000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
684.93,147000.0,Gasolina,Individual,Manual,4º dono e acima,18.9,998.0,67.1,Maruti
2054.79,80000.0,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,Chevrolet
3561.64,189000.0,Diesel,Individual,Manual,1º dono,21.02,1248.0,88.76,Tata
5630.14,90000.0,Diesel,Individual,Automatico,2º dono,21.21,1498.0,103.2,Volkswagen
6164.38,56000.0,Diesel,Individual,Manual,1º dono,21.9,1396.0,88.76,Hyundai
4808.22,60000.0,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,Maruti
3561.64,189000.0,Diesel,Individual,Manual,1º dono,21.02,1248.0,88.76,Tata
5630.14,90000.0,Diesel,Individual,Automatico,2º dono,21.21,1498.0,103.2,Volkswagen
6164.38,56000.0,Diesel,Individual,Manual,1º dono,21.9,1396.0,88.76,Hyundai
4808.22,60000.0,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,Maruti
10273.97,35000.0,Diesel,Individual,Manual,1º dono,20.45,1461.0,83.8,Nissan
10958.9,35000.0,Diesel,Individual,Manual,1º dono,20.45,1461.0,83.8,Nissan
2054.79,60000.0,Diesel,Individual,Manual,3º dono,17.0,1405.0,70.0,Tata
10958.9,36000.0,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.5,Nissan
2328.77,110000.0,Diesel,Individual,Manual,2º dono,17.0,1405.0,71.0,Tata
6849.32,15000.0,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,Maruti
4246.58,86000.0,Diesel,Individual,Manual,1º dono,21.12,1248.0,88.8,Tata
3082.19,71850.0,Gasolina,Individual,Manual,1º dono,20.63,1198.0,67.0,Datsun
4109.59,95000.0,Diesel,Individual,Manual,3º dono,21.2,1248.0,75.0,Fiat
3424.66,70000.0,Gasolina,Individual,Manual,4º dono e acima,17.5,1298.0,85.8,Maruti
7534.25,50000.0,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,Maruti
8082.19,110000.0,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,Maruti
6506.85,110000.0,Diesel,Individual,Manual,1º dono,23.2,1248.0,73.94,Maruti
9589.04,29000.0,Diesel,Individual,Manual,1º dono,24.0,1186.0,73.97,Hyundai
5150.68,60000.0,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,Maruti
5342.47,80000.0,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,Maruti
2945.21,120000.0,Diesel,Individual,Manual,3º dono,19.3,1248.0,73.9,Maruti
1095.89,80000.0,Gasolina,Individual,Manual,4º dono e acima,18.0,995.0,62.0,Chevrolet
4589.04,71000.0,Diesel,Distribuidora,Manual,1º dono,21.64,1461.0,84.8,Nissan
6643.82,75000.0,Diesel,Distribuidora,Manual,1º dono,19.87,1461.0,83.8,Renault
8904.11,22000.0,Gasolina,Individual,Manual,2º dono,21.56,1462.0,103.25,Maruti
9589.04,30000.0,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,Hyundai
4794.52,80000.0,Diesel,Individual,Manual,1º dono,22.07,1199.0,73.9,Volkswagen
10273.97,51777.0,Diesel,Distribuidora,Manual,1º dono,24.3,1248.0,88.5,Maruti
8219.18,20000.0,Gasolina,Individual,Manual,1º dono,19.5,1199.0,88.76,Honda
7739.73,19000.0,Gasolina,Individual,Manual,1º dono,18.78,999.0,75.0,Volkswagen
4506.85,19000.0,Gasolina,Individual,Manual,1º dono,20.63,1198.0,67.0,Datsun
8904.11,50000.0,Diesel,Individual,Manual,1º dono,22.77,1498.0,98.59,Ford
4726.03,100000.0,Diesel,Individual,Manual,2º dono,19.01,1461.0,108.45,Renault
410.96,10000.0,Gasolina,Individual,Manual,1º dono,17.3,993.0,60.0,Maruti
4520.55,50000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
4109.59,74537.0,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,Maruti
2739.73,90000.0,Gasolina,Individual,Automatico,2º dono,12.6,1586.0,103.3,Maruti
1232.88,70000.0,Gasolina,Individual,Manual,2º dono,18.0,995.0,62.0,Chevrolet
2739.73,80000.0,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,Maruti
7534.25,35000.0,Diesel,Individual,Manual,1º dono,24.4,1120.0,71.0,Hyundai
3424.66,23500.0,Gasolina,Individual,Manual,1º dono,18.6,1199.0,76.8,Chevrolet
13356.16,82000.0,Diesel,Individual,Manual,1º dono,25.6,1498.0,97.9,Honda
8356.16,15000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
8493.15,30000.0,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,Maruti
5479.45,30000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
6849.32,11000.0,Gasolina,Individual,Manual,1º dono,21.63,998.0,67.0,Maruti
4931.51,110000.0,Diesel,Individual,Manual,1º dono,23.0,1248.0,88.7,Tata
3452.05,48000.0,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,Maruti
3835.62,70000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
6986.29,70000.0,Gasolina,Individual,Manual,2º dono,22.0,1197.0,81.8,Maruti
821.92,90000.0,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,Maruti
9931.51,60000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
5890.41,25000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
3219.18,100000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
4794.52,52000.0,Diesel,Individual,Manual,3º dono,19.3,1248.0,73.9,Maruti
1794.52,80000.0,Gasolina,Individual,Manual,3º dono,19.81,1086.0,68.05,Hyundai
6164.38,85000.0,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,Honda
10273.97,83000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
1712.33,120000.0,Gasolina,Individual,Manual,4º dono e acima,18.9,1061.0,67.0,Maruti
5205.48,70000.0,Diesel,Individual,Manual,3º dono,22.9,1248.0,74.0,Maruti
5479.45,25000.0,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,Maruti
2739.73,29500.0,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,Maruti
1780.82,60000.0,Gasolina,Individual,Manual,2º dono,14.49,1399.0,92.7,Chevrolet
8150.68,60000.0,Diesel,Individual,Manual,2º dono,22.54,1396.0,88.73,Hyundai
1506.85,120000.0,Diesel,Individual,Manual,1º dono,19.4,1405.0,70.0,Tata
3835.62,52000.0,Diesel,Individual,Manual,1º dono,20.3,1248.0,75.0,Fiat
7260.27,30000.0,Gasolina,Individual,Manual,2º dono,21.4,1197.0,83.1,Maruti
8356.16,14000.0,Gasolina,Individual,Manual,1º dono,19.1,1197.0,82.0,Hyundai
6849.32,50000.0,Diesel,Individual,Manual,1º dono,24.7,1047.0,69.0,Tata
7534.25,10000.0,Gasolina,Individual,Manual,1º dono,21.4,1197.0,83.1,Maruti
9863.01,25000.0,Gasolina,Individual,Manual,1º dono,20.73,1373.0,91.1,Maruti
4794.52,60000.0,Diesel,Individual,Manual,1º dono,22.9,1248.0,74.0,Maruti
6849.32,40000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,Hyundai
5205.48,60000.0,Diesel,Individual,Manual,1º dono,19.3,1248.0,73.9,Maruti
5205.48,50000.0,Gasolina,Individual,Automatico,1º dono,16.9,1197.0,82.0,Hyundai
8767.12,40000.0,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,Maruti
10821.92,60000.0,Diesel,Individual,Manual,1º dono,21.5,1497.0,108.5,Tata
4315.07,29000.0,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,Maruti
13013.7,17000.0,Diesel,Individual,Manual,1º dono,20.0,1497.0,115.0,Mahindra
5479.45,50000.0,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,Maruti
9589.04,42000.0,Gasolina,Individual,Automatico,1º dono,18.6,1368.0,98.63,Hyundai
3561.64,110000.0,Diesel,Individual,Manual,1º dono,21.03,1461.0,65.0,Mahindra
2739.73,90000.0,Diesel,Individual,Manual,1º dono,23.57,1396.0,70.0,Tata
7945.21,70000.0,Gasolina,Individual,Manual,1º dono,23.26,1197.0,88.5,Maruti
4520.55,66000.0,Diesel,Individual,Manual,2º dono,20.5,1598.0,105.0,Volkswagen
5479.45,70000.0,Diesel,Individual,Manual,3º dono,16.2,1493.0,110.0,Hyundai
3424.66,50000.0,Diesel,Individual,Manual,2º dono,21.03,1461.0,65.0,Mahindra
9931.51,25000.0,Gasolina,Individual,Manual,1º dono,15.41,1598.0,103.2,Skoda
4109.59,70000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
5479.45,45000.0,Diesel,Individual,Manual,1º dono,19.1,1405.0,70.0,Tata
1917.81,90000.0,Diesel,Individual,Manual,3º dono,16.1,1405.0,70.0,Tata
1506.85,83000.0,Gasolina,Individual,Manual,2º dono,13.8,1299.0,70.0,Ford
2054.79,60000.0,Gasolina,Individual,Manual,4º dono e acima,15.26,1150.0,74.9,Chevrolet
4109.59,138000.0,Gasolina,Individual,Manual,3º dono,17.0,1197.0,80.0,Hyundai
1780.82,50000.0,Gasolina,Individual,Manual,2º dono,15.3,1341.0,83.0,Hyundai
4794.52,50000.0,Gasolina,Individual,Manual,1º dono,18.2,1199.0,82.4,Chevrolet
2739.73,120000.0,Gasolina,Individual,Manual,1º dono,18.5,1197.0,85.8,Maruti
7534.25,24400.0,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,Maruti
2328.77,120000.0,Gasolina,Individual,Manual,2º dono,18.5,1197.0,85.8,Maruti
8219.18,60000.0,Diesel,Individual,Manual,2º dono,24.8,1396.0,88.7,Hyundai
2739.73,120000.0,Gasolina,Individual,Manual,3º dono,18.5,1197.0,80.0,Hyundai
8904.11,80000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,Hyundai
2876.71,120000.0,Gasolina,Individual,Manual,1º dono,15.64,1193.0,64.1,Tata
6986.29,90000.0,Diesel,Individual,Manual,1º dono,24.4,1120.0,71.01,Hyundai
3150.67,70000.0,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.1,Ford
5616.42,188000.0,Diesel,Individual,Manual,2º dono,19.01,1461.0,108.45,Renault
1780.82,67840.0,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,Chevrolet
10616.44,100000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
5753.42,30000.0,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,Maruti
6575.34,70000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
8219.18,15000.0,Gasolina,Individual,Manual,1º dono,16.2,1199.0,74.0,Volkswagen
1917.81,140000.0,Diesel,Individual,Manual,2º dono,13.8,1399.0,68.0,Ford
2671.23,112880.0,Diesel,Distribuidora,Manual,1º dono,25.2,1248.0,74.0,Maruti
2876.71,135000.0,Diesel,Distribuidora,Manual,2º dono,19.4,1405.0,70.0,Tata
1780.82,80000.0,Gasolina,Individual,Manual,3º dono,18.9,998.0,67.1,Maruti
1931.51,128000.0,Gasolina,Individual,Manual,3º dono,18.6,1199.0,79.4,Chevrolet
4794.52,30000.0,Gasolina,Individual,Automatico,1º dono,12.6,1586.0,103.2,Maruti
7876.71,70000.0,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,Tata
7534.25,41000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
4383.56,30000.0,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,Maruti
3424.66,35000.0,Gasolina,Individual,Manual,1º dono,16.36,1495.0,93.7,Hyundai
4109.59,22000.0,Gasolina,Individual,Manual,1º dono,15.0,1586.0,104.68,Maruti
3424.66,70000.0,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,Maruti
7904.11,3000.0,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,Maruti
3150.67,50000.0,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,Maruti
11506.85,1500.0,Gasolina,Individual,Automatico,1º dono,18.2,1199.0,88.7,Honda
12328.77,74000.0,Diesel,Individual,Manual,1º dono,22.27,1498.0,108.6,Volkswagen
8904.11,25000.0,Gasolina,Individual,Manual,1º dono,18.7,1199.0,88.7,Honda
8904.11,61915.0,Diesel,Individual,Manual,1º dono,27.3,1498.0,98.6,Honda
7534.25,70000.0,Diesel,Individual,Manual,1º dono,20.14,1498.0,88.0,Volkswagen
3424.66,150000.0,Diesel,Individual,Manual,4º dono e acima,17.8,1248.0,75.0,Maruti
2534.25,90000.0,Diesel,Individual,Manual,2º dono,25.44,936.0,56.3,Chevrolet
3150.67,120000.0,Gasolina,Individual,Manual,3º dono,15.6,1196.0,70.0,Ford
6712.33,10000.0,Gasolina,Individual,Manual,1º dono,20.52,1197.0,81.8,Maruti
2054.79,80000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
821.92,70000.0,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,Maruti
2054.79,89000.0,Gasolina,Individual,Manual,2º dono,15.6,1586.0,104.68,Maruti
4589.04,33033.0,Gasolina,Distribuidora,Manual,1º dono,19.4,1198.0,86.8,Honda
7191.78,69000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
6369.86,63063.0,Gasolina,Distribuidora,Automatico,1º dono,18.9,1197.0,82.0,Hyundai
1136.99,90000.0,Diesel,Individual,Manual,2º dono,25.0,1396.0,69.0,Tata
4794.52,35000.0,Gasolina,Individual,Manual,1º dono,17.0,1197.0,80.0,Hyundai
4109.59,45000.0,Gasolina,Individual,Manual,1º dono,17.0,1197.0,80.0,Hyundai
3424.66,30000.0,Diesel,Individual,Manual,1º dono,20.4,1248.0,91.2,Fiat
3424.66,120000.0,Gasolina,Individual,Manual,2º dono,21.63,998.0,67.0,Maruti
4794.52,70000.0,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,Maruti
1232.88,93000.0,Gasolina,Individual,Manual,3º dono,18.0,995.0,62.0,Chevrolet
2054.79,120000.0,Gasolina,Individual,Manual,1º dono,13.2,1495.0,94.0,Hyundai
3547.95,35000.0,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,Tata
3013.7,90000.0,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,Tata
3369.86,35000.0,Diesel,Individual,Manual,2º dono,23.03,1396.0,69.0,Tata
3287.67,120000.0,Gasolina,Individual,Manual,1º dono,17.5,1298.0,85.8,Maruti
12958.9,60000.0,Diesel,Individual,Manual,1º dono,22.1,1396.0,88.7,Hyundai
2945.21,70000.0,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,Tata
684.93,60000.0,Gasolina,Individual,Manual,4º dono e acima,17.3,993.0,60.0,Maruti
4246.58,100000.0,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,Honda
3013.7,35000.0,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,Hyundai
2671.23,90000.0,Diesel,Individual,Manual,3º dono,17.8,1248.0,75.0,Maruti
8904.11,50000.0,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,Hyundai
4794.52,98000.0,Gasolina,Individual,Manual,1º dono,18.5,1197.0,80.0,Hyundai
4931.51,30000.0,Gasolina,Individual,Manual,1º dono,18.5,1197.0,82.85,Hyundai
6712.33,26000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
6301.36,10000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
9315.07,70000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
8219.18,7967.0,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,Maruti
9863.01,20000.0,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,Maruti
3082.19,50000.0,Gasolina,Individual,Manual,1º dono,19.81,1086.0,68.05,Hyundai
9931.51,17000.0,Diesel,Individual,Manual,1º dono,24.4,1498.0,98.63,Ford
1780.82,50000.0,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,Chevrolet
5479.45,43000.0,Gasolina,Individual,Manual,2º dono,18.5,1197.0,82.85,Hyundai
7534.25,50000.0,Diesel,Individual,Manual,1º dono,23.5,1396.0,88.7,Hyundai
1643.84,90000.0,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.0,Maruti
8356.16,5000.0,Gasolina,Individual,Manual,1º dono,21.21,1197.0,81.8,Maruti
7054.79,68609.0,Diesel,Distribuidora,Manual,1º dono,22.7,1498.0,89.84,Ford
12671.23,33360.0,Diesel,Distribuidora,Manual,1º dono,22.77,1498.0,98.59,Ford
11780.82,14317.0,Gasolina,Distribuidora,Manual,1º dono,14.23,1498.0,104.55,Nissan
3082.19,87237.0,Diesel,Distribuidora,Manual,2º dono,20.0,1399.0,68.05,Ford
6849.32,62960.0,Diesel,Distribuidora,Manual,1º dono,25.83,1498.0,99.0,Ford
8219.18,26634.0,Gasolina,Distribuidora,Automatico,1º dono,21.21,1197.0,81.8,Maruti
2671.23,163720.0,Diesel,Distribuidora,Manual,1º dono,18.5,1399.0,68.0,Ford
3630.14,67998.0,Gasolina,Distribuidora,Manual,1º dono,18.9,998.0,67.1,Maruti
8904.11,20706.0,Diesel,Distribuidora,Manual,1º dono,23.8,1499.0,98.63,Ford
5684.93,100581.0,Diesel,Distribuidora,Manual,1º dono,25.83,1498.0,99.0,Ford
8219.18,67303.0,Diesel,Distribuidora,Manual,1º dono,20.45,1461.0,83.8,Renault
4657.53,79139.0,Gasolina,Distribuidora,Manual,1º dono,18.5,1197.0,85.8,Maruti
4794.52,84784.0,Diesel,Distribuidora,Manual,1º dono,24.0,1120.0,70.0,Hyundai
3630.14,130376.0,Diesel,Distribuidora,Manual,2º dono,23.2,1248.0,73.94,Maruti
3356.16,127000.0,Diesel,Individual,Manual,2º dono,16.8,1493.0,110.0,Hyundai
5410.96,120000.0,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,Maruti
6712.33,100000.0,Diesel,Individual,Manual,1º dono,24.4,1120.0,71.0,Hyundai
7191.78,110000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
7534.25,30000.0,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,Tata
2739.73,120000.0,Diesel,Individual,Manual,2º dono,19.1,1405.0,70.0,Tata
6849.32,15000.0,Gasolina,Individual,Manual,1º dono,18.16,1196.0,86.8,Ford
11301.37,33500.0,Diesel,Individual,Manual,1º dono,23.65,1248.0,88.5,Maruti
8219.18,10000.0,Gasolina,Individual,Manual,1º dono,18.16,1197.0,78.8,Toyota
7260.27,80000.0,Diesel,Individual,Manual,1º dono,26.1,1498.0,99.23,Ford
4246.58,50000.0,Gasolina,Individual,Manual,2º dono,19.4,1198.0,86.8,Honda
5342.47,20000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
2739.73,70000.0,Gasolina,Individual,Manual,2º dono,19.81,1086.0,68.05,Hyundai
7945.21,97000.0,Diesel,Individual,Manual,1º dono,26.0,1498.0,98.6,Honda
3356.16,25000.0,Gasolina,Individual,Manual,1º dono,18.2,1199.0,84.8,Chevrolet
2876.71,94000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
684.93,90000.0,Gasolina,Individual,Manual,2º dono,15.4,1590.0,94.0,Maruti
9041.1,35000.0,Diesel,Individual,Manual,1º dono,22.95,1248.0,74.0,Tata
10136.99,8000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
7808.22,25000.0,Gasolina,Individual,Manual,1º dono,18.12,1196.0,86.8,Ford
5342.47,10000.0,Gasolina,Individual,Manual,1º dono,22.5,999.0,67.0,Datsun
2465.75,70000.0,Gasolina,Individual,Manual,2º dono,14.2,1597.0,92.0,Ford
3698.63,70000.0,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,Honda
2328.77,90000.0,Gasolina,Individual,Manual,3º dono,13.9,1599.0,103.2,Hyundai
6712.33,25000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
3835.62,60000.0,Diesel,Individual,Manual,2º dono,23.5,1498.0,88.7,Ford
5342.47,25000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
616.44,70000.0,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,Chevrolet
1232.88,110000.0,Diesel,Individual,Manual,2º dono,17.7,1399.0,68.0,Ford
8630.14,4000.0,Gasolina,Individual,Manual,1º dono,21.21,1197.0,81.8,Maruti
3424.66,50000.0,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,Hyundai
4520.55,70000.0,Gasolina,Individual,Manual,4º dono e acima,18.9,1197.0,82.0,Hyundai
2465.75,70000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
2876.71,50000.0,Gasolina,Individual,Manual,2º dono,18.5,1197.0,80.0,Hyundai
7534.25,55000.0,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,Maruti
13013.7,5000.0,Gasolina,Individual,Automatico,1º dono,17.0,1198.0,108.5,Tata
4767.12,23000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
2054.79,70000.0,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,Maruti
2054.79,60000.0,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,Maruti
1506.85,53523.0,Gasolina,Distribuidora,Manual,1º dono,16.84,1193.0,64.4,Tata
2397.26,56365.0,Diesel,Distribuidora,Manual,1º dono,25.44,936.0,56.3,Chevrolet
2191.78,49563.0,Gasolina,Distribuidora,Manual,1º dono,16.2,995.0,62.1,Chevrolet
3013.7,46533.0,Gasolina,Distribuidora,Manual,1º dono,18.9,998.0,67.1,Maruti
3630.14,90000.0,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,Renault
6164.38,110000.0,Gasolina,Individual,Manual,2º dono,14.09,1596.0,99.6,Ford
3698.63,80000.0,Gasolina,Individual,Manual,1º dono,16.6,1197.0,85.0,Maruti
3287.67,50000.0,Gasolina,Individual,Manual,2º dono,23.95,998.0,67.05,Maruti
890.41,30000.0,Gasolina,Individual,Manual,2º dono,14.7,1150.0,76.0,Chevrolet
7602.74,25000.0,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,Hyundai
2534.25,138000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
2465.75,70000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
5136.99,88000.0,Diesel,Individual,Manual,2º dono,25.2,1248.0,74.0,Maruti
6301.36,70000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
6575.34,80000.0,Diesel,Individual,Manual,1º dono,20.45,1461.0,83.8,Renault
4383.56,100000.0,Diesel,Individual,Manual,3º dono,22.9,1248.0,74.0,Maruti
5068.49,96000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
1027.4,30000.0,Gasolina,Individual,Manual,3º dono,17.3,993.0,60.0,Maruti
5479.45,60000.0,Diesel,Individual,Manual,3º dono,23.2,1248.0,73.94,Maruti
5821.92,65000.0,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,Maruti
4452.05,48000.0,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,Maruti
4794.52,65300.0,Gasolina,Individual,Manual,2º dono,18.9,1197.0,82.0,Hyundai
8219.18,40000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
1643.84,60000.0,Diesel,Individual,Manual,2º dono,25.44,936.0,57.6,Chevrolet
